Level,District Code,District Name,School Code,School Name,Content,Grade,Number of Total Records,Number of Valid Scores,Number of No Scores,Participation Rate 2025,Participation Rate 2024,Participation Rate 2023,Mean Scale Score,Standard Deviation,Number Did Not Yet Meet Expectations,Percent Did Not Yet Meet Expectations,Number Partially Met Expectations,Percent Partially Met Expectations,Number Approached Expectations,Percent Approached Expectations,Number Met Expectations,Percent Met Expectations,Number Exceeded Expectations,Percent Exceeded Expectations,Number Met or Exceeded Expectations,2025,2024,2023,"Change
2025-2024","Congressional
District"
SCHOOL,0880,Denver County 1,6002,Montclair School of Academics and Enrichment,Mathematics,04,      55,      52,       3,94.5,74.2,93.9,720,35,      16,30.8,      16,30.8,       8,15.4,- -,- -,- -,- -,      12,23.1,15.2,21.7,   7.9,1st Congressional District
SCHOOL,0880,Denver County 1,6002,Montclair School of Academics and Enrichment,Mathematics,05,      65,      53,      12,81.5,92.0,100.0,715,30,      19,35.8,      12,22.6,      14,26.4,- -,- -,- -,- -,       8,15.1,19.6,32.4,  -4.5,1st Congressional District
SCHOOL,0880,Denver County 1,6088,Dora Moore ECE-8 School,English Language Arts,All Grades,     164,     147,      17,89.6,86.0,95.6,726,40,      42,28.6,      32,21.8,      28,19.0,      40,27.2,       5,3.4,      45,30.6,33.8,35.8,  -3.2,1st Congressional District
SCHOOL,0880,Denver County 1,6088,Dora Moore ECE-8 School,English Language Arts,03,      40,      37,       3,92.5,97.3,97.4,713,38,      12,32.4,      10,27.0,       8,21.6,- -,- -,- -,- -,       7,18.9,22.2,24.3,  -3.3,1st Congressional District
SCHOOL,0880,Denver County 1,6088,Dora Moore ECE-8 School,English Language Arts,04,      37,      36,       1,97.3,86.5,94.9,713,36,      16,44.4,       7,19.4,       6,16.7,- -,- -,- -,- -,       7,19.4,37.5,45.9, -18.1,1st Congressional District
SCHOOL,0880,Denver County 1,6088,Dora Moore ECE-8 School,English Language Arts,05,      36,      33,       3,91.7,87.8,96.9,733,42,       8,24.2,       7,21.2,       5,15.2,- -,- -,- -,- -,      13,39.4,41.7,32.3,  -2.3,1st Congressional District
SCHOOL,0880,Denver County 1,6088,Dora Moore ECE-8 School,English Language Arts,06,      20,      16,       4,80.0,82.6,94.4,727,37,- -,- -,- -,- -,       4,25.0,- -,- -,- -,- -,       4,25.0,15.8,35.3,   9.2,1st Congressional District
SCHOOL,0880,Denver County 1,6088,Dora Moore ECE-8 School,English Language Arts,07,      14,< 16,- -,71.4,72.2,88.9,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6088,Dora Moore ECE-8 School,English Language Arts,08,      17,< 16,- -,88.2,75.0,100.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6088,Dora Moore ECE-8 School,Mathematics,All Grades,     164,     147,      17,89.6,87.2,95.5,721,32,      40,27.2,      45,30.6,      37,25.2,      22,15.0,       3,2.0,      25,17.0,18.7,16.1,  -1.7,1st Congressional District
SCHOOL,0880,Denver County 1,6088,Dora Moore ECE-8 School,Mathematics,03,      40,      36,       4,90.0,97.3,97.3,727,31,       5,13.9,      13,36.1,      11,30.6,- -,- -,- -,- -,       7,19.4,25.0,27.8,  -5.6,1st Congressional District
SCHOOL,0880,Denver County 1,6088,Dora Moore ECE-8 School,Mathematics,04,      37,      35,       2,94.6,86.5,94.9,713,29,      14,40.0,       9,25.7,       8,22.9,- -,- -,- -,- -,       4,11.4,31.3,13.5, -19.9,1st Congressional District
SCHOOL,0880,Denver County 1,6088,Dora Moore ECE-8 School,Mathematics,05,      36,      33,       3,91.7,90.2,96.9,728,36,       7,21.2,      10,30.3,       7,21.2,- -,- -,- -,- -,       9,27.3,10.8,9.7,  16.5,1st Congressional District
SCHOOL,0880,Denver County 1,6088,Dora Moore ECE-8 School,Mathematics,06,      20,      17,       3,85.0,78.3,94.1,703,31,      10,58.8,       4,23.5,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6088,Dora Moore ECE-8 School,Mathematics,07,      14,< 16,- -,71.4,77.8,88.9,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,18.8,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6088,Dora Moore ECE-8 School,Mathematics,08,      17,      16,       1,94.1,81.3,100.0,723,31,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6098,Morey Middle School,English Language Arts,All Grades,     480,     432,      48,90.0,87.6,93.9,785,35,      10,2.3,      12,2.8,      38,8.8,     171,39.6,     201,46.5,     372,86.1,82.5,79.2,   3.6,1st Congressional District
SCHOOL,0880,Denver County 1,6098,Morey Middle School,English Language Arts,06,     161,     150,      11,93.2,90.8,96.1,776,32,       4,2.7,       6,4.0,      12,8.0,      75,50.0,      53,35.3,     128,85.3,76.1,81.0,   9.2,1st Congressional District
SCHOOL,0880,Denver County 1,6098,Morey Middle School,English Language Arts,07,     157,     143,      14,91.1,92.3,93.1,788,37,- -,- -,- -,- -,      14,9.8,      39,27.3,      83,58.0,     122,85.3,87.5,79.1,  -2.2,1st Congressional District
SCHOOL,0880,Denver County 1,6098,Morey Middle School,English Language Arts,08,     162,     139,      23,85.8,80.1,92.2,790,35,- -,- -,- -,- -,      12,8.6,      57,41.0,      65,46.8,     122,87.8,83.7,77.1,   4.1,1st Congressional District
SCHOOL,0880,Denver County 1,6098,Morey Middle School,Mathematics,All Grades,     480,     431,      49,89.8,87.4,93.9,775,36,      11,2.6,      34,7.9,      53,12.3,     189,43.9,     144,33.4,     333,77.3,72.2,69.7,   5.1,1st Congressional District
SCHOOL,0880,Denver County 1,6098,Morey Middle School,Mathematics,06,     161,     150,      11,93.2,89.5,97.4,769,34,       4,2.7,      14,9.3,      19,12.7,      71,47.3,      42,28.0,     113,75.3,65.4,71.8,   9.9,1st Congressional District
SCHOOL,0880,Denver County 1,6098,Morey Middle School,Mathematics,07,     157,     141,      16,89.8,92.3,92.5,770,33,- -,- -,- -,- -,      24,17.0,      59,41.8,      44,31.2,     103,73.0,72.2,66.7,   0.8,1st Congressional District
SCHOOL,0880,Denver County 1,6098,Morey Middle School,Mathematics,08,     162,     140,      22,86.4,80.7,91.4,786,40,- -,- -,- -,- -,      10,7.1,      59,42.1,      58,41.4,     117,83.6,79.2,70.9,   4.4,1st Congressional District
SCHOOL,0880,Denver County 1,6188,Munroe Elementary School,English Language Arts,All Grades,      89,      87,       2,97.8,82.7,97.1,705,26,      33,37.9,      33,37.9,      17,19.5,- -,- -,- -,- -,       4,4.6,5.5,5.9,  -0.9,1st Congressional District
SCHOOL,0880,Denver County 1,6188,Munroe Elementary School,English Language Arts,03,      18,      17,       1,94.4,96.6,96.6,695,33,       9,52.9,       4,23.5,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6188,Munroe Elementary School,English Language Arts,04,      23,      22,       1,95.7,78.6,95.5,709,24,       6,27.3,      10,45.5,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6188,Munroe Elementary School,English Language Arts,05,      48,      48,       0,100.0,77.4,98.1,707,23,      18,37.5,      19,39.6,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6188,Munroe Elementary School,Spanish Language Arts,All Grades,      56,      48,       8,85.7,100.0,97.8,726,23,       6,12.5,      12,25.0,      23,47.9,- -,- -,- -,- -,       7,14.6,15.7,20.0,  -1.1,1st Congressional District
SCHOOL,0880,Denver County 1,6188,Munroe Elementary School,Spanish Language Arts,03,      25,      17,       8,68.0,100.0,100.0,725,23,- -,- -,       6,35.3,- -,- -,- -,- -,- -,- -,- -,- -,14.8,22.7,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6188,Munroe Elementary School,Spanish Language Arts,04,      31,      31,       0,100.0,100.0,95.8,727,23,- -,- -,       6,19.4,- -,- -,- -,- -,- -,- -,- -,- -,16.7,17.4,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6188,Munroe Elementary School,Mathematics,All Grades,     145,     142,       3,97.9,89.4,98.0,703,25,      64,45.1,      54,38.0,      15,10.6,- -,- -,- -,- -,       9,6.3,6.9,5.4,  -0.6,1st Congressional District
SCHOOL,0880,Denver County 1,6188,Munroe Elementary School,Mathematics,03,      43,      41,       2,95.3,98.2,98.0,705,28,      18,43.9,- -,- -,- -,- -,- -,- -,- -,- -,       5,12.2,12.7,- -,  -0.5,1st Congressional District
SCHOOL,0880,Denver County 1,6188,Munroe Elementary School,Mathematics,04,      54,      53,       1,98.1,88.5,97.8,707,25,      22,41.5,      18,34.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6188,Munroe Elementary School,Mathematics,05,      48,      48,       0,100.0,81.1,98.1,699,21,      24,50.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,5.8,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6254,Newlon Elementary School,English Language Arts,All Grades,      82,      82,       0,100.0,94.7,94.3,722,35,      20,24.4,      23,28.0,      23,28.0,- -,- -,- -,- -,      16,19.5,12.4,12.0,   7.1,1st Congressional District
SCHOOL,0880,Denver County 1,6254,Newlon Elementary School,English Language Arts,03,      15,< 16,- -,100.0,90.5,100.0,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6254,Newlon Elementary School,English Language Arts,04,      24,      24,       0,100.0,96.2,96.6,710,32,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6254,Newlon Elementary School,English Language Arts,05,      43,      43,       0,100.0,95.7,89.5,730,31,       6,14.0,      11,25.6,      16,37.2,- -,- -,- -,- -,      10,23.3,17.8,14.7,   5.5,1st Congressional District
SCHOOL,0880,Denver County 1,6254,Newlon Elementary School,Spanish Language Arts,All Grades,      46,      44,       2,95.7,100.0,97.7,728,26,       7,15.9,      10,22.7,      17,38.6,- -,- -,- -,- -,      10,22.7,10.3,11.6,  12.4,1st Congressional District
SCHOOL,0880,Denver County 1,6254,Newlon Elementary School,Spanish Language Arts,03,      23,      21,       2,91.3,100.0,95.7,726,26,       3,14.3,       5,23.8,       9,42.9,- -,- -,- -,- -,       4,19.0,- -,- -,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6254,Newlon Elementary School,Spanish Language Arts,04,      23,      23,       0,100.0,100.0,100.0,731,26,       4,17.4,       5,21.7,       8,34.8,- -,- -,- -,- -,       6,26.1,- -,- -,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6254,Newlon Elementary School,Mathematics,All Grades,     132,     131,       1,99.2,99.2,95.5,721,31,      35,26.7,      41,31.3,      29,22.1,      23,17.6,       3,2.3,      26,19.8,11.4,9.5,   8.4,1st Congressional District
SCHOOL,0880,Denver County 1,6254,Newlon Elementary School,Mathematics,03,      38,      37,       1,97.4,97.4,97.7,728,32,       9,24.3,       8,21.6,      10,27.0,- -,- -,- -,- -,      10,27.0,- -,- -,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6254,Newlon Elementary School,Mathematics,04,      47,      47,       0,100.0,100.0,94.0,711,31,      19,40.4,      14,29.8,       7,14.9,- -,- -,- -,- -,       7,14.9,- -,- -,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6254,Newlon Elementary School,Mathematics,05,      47,      47,       0,100.0,100.0,94.7,726,28,       7,14.9,      19,40.4,      12,25.5,- -,- -,- -,- -,       9,19.1,17.0,16.7,   2.1,1st Congressional District
SCHOOL,0880,Denver County 1,6350,Bruce Randolph School,English Language Arts,All Grades,     257,     236,      21,91.8,82.6,82.2,712,31,      86,36.4,      77,32.6,      45,19.1,      25,10.6,       3,1.3,      28,11.9,8.9,10.6,   3.0,1st Congressional District
SCHOOL,0880,Denver County 1,6350,Bruce Randolph School,English Language Arts,06,      69,      63,       6,91.3,79.5,88.5,717,25,      18,28.6,      23,36.5,      14,22.2,- -,- -,- -,- -,       8,12.7,8.6,3.9,   4.1,1st Congressional District
SCHOOL,0880,Denver County 1,6350,Bruce Randolph School,English Language Arts,07,      91,      86,       5,94.5,83.0,78.9,715,34,      29,33.7,      30,34.9,      14,16.3,- -,- -,- -,- -,      13,15.1,6.4,14.7,   8.7,1st Congressional District
SCHOOL,0880,Denver County 1,6350,Bruce Randolph School,English Language Arts,08,      97,      87,      10,89.7,84.8,80.2,705,31,      39,44.8,      24,27.6,      17,19.5,- -,- -,- -,- -,       7,8.0,11.2,12.9,  -3.2,1st Congressional District
SCHOOL,0880,Denver County 1,6350,Bruce Randolph School,Mathematics,All Grades,     280,     266,      14,95.0,86.3,84.2,703,22,     119,44.7,     101,38.0,      41,15.4,- -,- -,- -,- -,       5,1.9,- -,2.8,- -,1st Congressional District
SCHOOL,0880,Denver County 1,6350,Bruce Randolph School,Mathematics,06,      76,      73,       3,96.1,87.4,88.5,699,22,      36,49.3,      28,38.4,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,1st Congressional District
