District Code,District Name,Content,Grade,2025,2024,2023
0880,Denver County 1,English Language Arts,04,49.2,50.0,48.1
0880,Denver County 1,English Language Arts,05,56.3,50.9,59.6
0880,Denver County 1,English Language Arts,06,51.9,58.1,58.6
0880,Denver County 1,English Language Arts,07,53.4,66.7,69.7
0880,Denver County 1,English Language Arts,08,61.8,68.9,72.1
0880,Denver County 1,Mathematics,All Grades,38.9,40.2,46.2
0880,Denver County 1,Mathematics,03,33.3,45.1,42.0
0880,Denver County 1,Mathematics,04,55.7,28.6,35.8
0880,Denver County 1,Mathematics,05,33.9,32.7,41.1
0880,Denver County 1,Mathematics,06,29.6,37.5,40.0
0880,Denver County 1,Mathematics,07,26.0,38.3,54.5
0880,Denver County 1,Mathematics,08,58.0,58.3,61.7
0880,Denver County 1,English Language Arts,All Grades,37.0,35.6,39.5
0880,Denver County 1,English Language Arts,06,35.8,41.9,36.4
0880,Denver County 1,English Language Arts,07,43.3,34.1,34.5
0880,Denver County 1,English Language Arts,08,32.8,31.1,49.0
0880,Denver County 1,Mathematics,All Grades,18.5,23.1,25.5
0880,Denver County 1,Mathematics,06,15.2,25.9,19.9
0880,Denver County 1,Mathematics,07,18.3,18.8,23.7
0880,Denver County 1,Mathematics,08,21.8,24.7,34.3
0880,Denver County 1,English Language Arts,All Grades,65.4,57.6,64.8
0880,Denver County 1,English Language Arts,03,59.3,54.7,66.3
0880,Denver County 1,English Language Arts,04,67.4,56.4,46.1
0880,Denver County 1,English Language Arts,05,69.6,62.5,80.0
0880,Denver County 1,Mathematics,All Grades,61.0,51.9,52.8
0880,Denver County 1,Mathematics,03,51.2,56.5,59.3
0880,Denver County 1,Mathematics,04,75.3,51.3,41.6
0880,Denver County 1,Mathematics,05,55.1,47.2,56.5
0880,Denver County 1,English Language Arts,All Grades,26.9,26.4,25.9
0880,Denver County 1,English Language Arts,03,31.4,24.4,26.2
0880,Denver County 1,English Language Arts,04,17.7,31.0,17.9
0880,Denver County 1,English Language Arts,05,31.3,23.8,34.3
0880,Denver County 1,Mathematics,All Grades,16.0,12.4,15.1
0880,Denver County 1,Mathematics,03,20.0,12.7,14.3
0880,Denver County 1,Mathematics,04,5.1,15.7,11.5
0880,Denver County 1,Mathematics,05,22.5,8.9,20.0
0880,Denver County 1,English Language Arts,All Grades,40.1,30.6,35.1
0880,Denver County 1,English Language Arts,03,52.5,31.0,35.6
0880,Denver County 1,English Language Arts,04,33.3,31.0,34.1
0880,Denver County 1,English Language Arts,05,36.9,30.2,35.5
0880,Denver County 1,Spanish Language Arts,All Grades,18.5,31.5,22.0
0880,Denver County 1,Spanish Language Arts,03,24.0,- -,31.8
0880,Denver County 1,Spanish Language Arts,04,13.8,- -,14.3
0880,Denver County 1,Mathematics,All Grades,32.5,28.8,31.8
0880,Denver County 1,Mathematics,03,31.3,21.7,35.8
0880,Denver County 1,Mathematics,04,31.9,30.0,12.5
0880,Denver County 1,Mathematics,05,34.2,34.8,50.0
0880,Denver County 1,English Language Arts,All Grades,14.0,9.2,10.3
0880,Denver County 1,English Language Arts,03,- -,12.0,25.0
0880,Denver County 1,English Language Arts,04,- -,9.7,9.1
0880,Denver County 1,English Language Arts,05,13.5,11.6,11.6
0880,Denver County 1,English Language Arts,06,11.6,4.9,13.6
0880,Denver County 1,English Language Arts,07,10.9,13.9,5.9
0880,Denver County 1,English Language Arts,08,19.4,5.6,6.0
0880,Denver County 1,Spanish Language Arts,All Grades,40.0,43.8,33.3
0880,Denver County 1,Spanish Language Arts,03,46.7,59.3,47.4
0880,Denver County 1,Spanish Language Arts,04,30.0,23.8,17.6
0880,Denver County 1,Mathematics,All Grades,14.4,9.8,11.1
0880,Denver County 1,Mathematics,03,33.3,20.0,20.5
0880,Denver County 1,Mathematics,04,11.1,9.8,14.0
0880,Denver County 1,Mathematics,05,9.8,21.6,- -
0880,Denver County 1,Mathematics,06,15.7,- -,14.7
0880,Denver County 1,Mathematics,07,6.0,6.9,- -
0880,Denver County 1,Mathematics,08,15.9,- -,11.6
0880,Denver County 1,English Language Arts,All Grades,57.1,59.9,50.9
0880,Denver County 1,English Language Arts,03,45.6,48.3,47.5
0880,Denver County 1,English Language Arts,04,58.6,56.5,60.8
0880,Denver County 1,English Language Arts,05,71.7,78.3,45.9
0880,Denver County 1,Mathematics,All Grades,44.6,59.7,43.9
0880,Denver County 1,Mathematics,03,39.7,57.4,44.1
0880,Denver County 1,Mathematics,04,45.7,57.4,54.9
0880,Denver County 1,Mathematics,05,50.0,65.2,34.4
0880,Denver County 1,English Language Arts,All Grades,60.4,65.5,60.9
0880,Denver County 1,English Language Arts,03,52.3,73.8,60.3
0880,Denver County 1,English Language Arts,04,64.7,54.2,63.3
0880,Denver County 1,English Language Arts,05,64.6,68.2,57.4
0880,Denver County 1,Mathematics,All Grades,57.7,50.6,51.6
0880,Denver County 1,Mathematics,03,57.5,68.2,57.7
0880,Denver County 1,Mathematics,04,60.0,36.9,47.8
0880,Denver County 1,Mathematics,05,55.6,46.5,48.9
0880,Denver County 1,English Language Arts,All Grades,30.3,29.9,26.0
0880,Denver County 1,English Language Arts,06,28.8,29.0,24.0
0880,Denver County 1,English Language Arts,07,29.5,32.9,27.0
0880,Denver County 1,English Language Arts,08,32.8,27.8,27.2
0880,Denver County 1,Mathematics,All Grades,16.8,14.4,18.0
0880,Denver County 1,Mathematics,06,17.6,13.6,14.8
0880,Denver County 1,Mathematics,07,17.4,13.7,11.4
0880,Denver County 1,Mathematics,08,15.4,15.9,27.6
0880,Denver County 1,English Language Arts,All Grades,18.3,22.1,22.1
0880,Denver County 1,English Language Arts,03,- -,31.7,28.2
0880,Denver County 1,English Language Arts,04,33.3,13.9,16.7
0880,Denver County 1,English Language Arts,05,- -,20.0,21.1
0880,Denver County 1,Spanish Language Arts,All Grades,- -,- -,17.4
0880,Denver County 1,Spanish Language Arts,03,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,04,- -,- -,- -
0880,Denver County 1,Mathematics,All Grades,10.9,14.9,14.6
0880,Denver County 1,Mathematics,03,5.9,22.2,17.3
0880,Denver County 1,Mathematics,04,18.9,11.1,10.2
0880,Denver County 1,Mathematics,05,8.2,10.9,16.3
0880,Denver County 1,English Language Arts,All Grades,15.5,14.3,13.3
0880,Denver County 1,English Language Arts,03,- -,- -,- -
0880,Denver County 1,English Language Arts,04,- -,- -,25.0
0880,Denver County 1,English Language Arts,05,25.0,19.1,- -
0880,Denver County 1,Spanish Language Arts,All Grades,26.8,21.6,- -
0880,Denver County 1,Spanish Language Arts,03,25.0,- -,- -
0880,Denver County 1,Spanish Language Arts,04,29.4,- -,- -
0880,Denver County 1,Mathematics,All Grades,20.6,15.8,8.6
0880,Denver County 1,Mathematics,03,15.1,6.7,7.1
0880,Denver County 1,Mathematics,04,15.0,9.5,10.9
0880,Denver County 1,Mathematics,05,32.6,30.4,7.5
0880,Denver County 1,English Language Arts,All Grades,21.7,31.0,26.7
0880,Denver County 1,English Language Arts,03,17.6,18.8,18.5
0880,Denver County 1,English Language Arts,04,16.7,37.5,30.3
0880,Denver County 1,English Language Arts,05,31.8,38.7,30.8
0880,Denver County 1,Mathematics,All Grades,22.4,16.3,25.6
0880,Denver County 1,Mathematics,03,- -,15.6,25.9
0880,Denver County 1,Mathematics,04,16.7,12.5,27.3
0880,Denver County 1,Mathematics,05,- -,20.0,23.1
0880,Denver County 1,English Language Arts,All Grades,25.7,19.5,23.5
0880,Denver County 1,English Language Arts,03,28.0,24.1,20.2
0880,Denver County 1,English Language Arts,04,23.3,15.1,25.9
0880,Denver County 1,Mathematics,All Grades,24.0,16.2,17.4
0880,Denver County 1,Mathematics,03,29.0,19.8,16.9
0880,Denver County 1,Mathematics,04,18.6,12.8,17.9
0880,Denver County 1,English Language Arts,All Grades,33.3,28.1,23.8
0880,Denver County 1,English Language Arts,05,25.5,20.6,21.6
0880,Denver County 1,English Language Arts,06,32.7,26.5,19.3
0880,Denver County 1,English Language Arts,07,42.5,31.4,25.7
0880,Denver County 1,English Language Arts,08,32.2,33.3,29.4
0880,Denver County 1,Mathematics,All Grades,20.9,15.1,11.8
0880,Denver County 1,Mathematics,05,17.9,15.0,12.5
0880,Denver County 1,Mathematics,06,22.1,15.9,8.4
0880,Denver County 1,Mathematics,07,18.6,16.1,11.0
0880,Denver County 1,Mathematics,08,24.8,13.4,16.3
0880,Denver County 1,English Language Arts,All Grades,18.3,25.4,25.6
0880,Denver County 1,English Language Arts,06,14.5,22.1,27.8
0880,Denver County 1,English Language Arts,07,16.8,24.2,27.6
0880,Denver County 1,English Language Arts,08,22.7,29.8,21.9
0880,Denver County 1,Mathematics,All Grades,10.4,7.9,7.4
0880,Denver County 1,Mathematics,06,10.1,6.9,7.9
0880,Denver County 1,Mathematics,07,3.3,6.7,4.8
0880,Denver County 1,Mathematics,08,17.5,10.2,9.2
0880,Denver County 1,English Language Arts,All Grades,20.9,20.7,22.1
0880,Denver County 1,English Language Arts,05,20.7,23.3,13.2
0880,Denver County 1,English Language Arts,06,13.4,12.7,13.6
0880,Denver County 1,English Language Arts,07,29.2,25.9,35.0
0880,Denver County 1,English Language Arts,08,21.2,19.5,19.8
0880,Denver County 1,Mathematics,All Grades,10.7,8.0,8.3
0880,Denver County 1,Mathematics,05,13.8,11.9,7.9
0880,Denver County 1,Mathematics,06,4.9,5.7,10.0
0880,Denver County 1,Mathematics,07,16.7,9.5,3.4
0880,Denver County 1,Mathematics,08,10.3,6.6,12.1
0880,Denver County 1,English Language Arts,All Grades,29.1,35.5,38.9
0880,Denver County 1,English Language Arts,03,25.9,16.7,25.8
0880,Denver County 1,English Language Arts,04,25.0,24.4,51.2
0880,Denver County 1,English Language Arts,05,34.0,50.0,36.5
0880,Denver County 1,Spanish Language Arts,All Grades,17.9,12.5,29.5
0880,Denver County 1,Spanish Language Arts,03,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,04,- -,- -,- -
0880,Denver County 1,Mathematics,All Grades,17.5,15.3,18.0
0880,Denver County 1,Mathematics,03,23.4,7.0,18.8
0880,Denver County 1,Mathematics,04,10.9,13.3,14.3
0880,Denver County 1,Mathematics,05,18.0,23.3,21.2
0880,Denver County 1,English Language Arts,All Grades,17.0,15.3,20.2
0880,Denver County 1,English Language Arts,03,15.2,29.2,25.8
0880,Denver County 1,English Language Arts,04,22.2,10.0,16.7
0880,Denver County 1,English Language Arts,05,14.3,9.7,17.4
0880,Denver County 1,Mathematics,All Grades,9.1,23.5,14.3
0880,Denver County 1,Mathematics,03,- -,58.3,19.4
0880,Denver County 1,Mathematics,04,14.8,10.0,10.0
0880,Denver County 1,Mathematics,05,- -,9.7,13.0
0880,Denver County 1,English Language Arts,All Grades,17.4,18.5,18.1
0880,Denver County 1,English Language Arts,03,13.0,12.5,27.6
0880,Denver County 1,English Language Arts,04,10.0,26.7,28.6
0880,Denver County 1,English Language Arts,05,18.5,23.7,13.0
0880,Denver County 1,English Language Arts,06,18.1,11.2,9.3
0880,Denver County 1,English Language Arts,07,18.6,23.0,25.0
0880,Denver County 1,English Language Arts,08,18.6,18.1,17.1
0880,Denver County 1,Mathematics,All Grades,9.8,12.1,11.4
0880,Denver County 1,Mathematics,03,- -,27.6,38.7
0880,Denver County 1,Mathematics,04,10.0,15.6,- -
0880,Denver County 1,Mathematics,05,- -,10.5,- -
0880,Denver County 1,Mathematics,06,7.2,3.3,5.9
0880,Denver County 1,Mathematics,07,6.0,12.6,7.7
0880,Denver County 1,Mathematics,08,15.8,15.3,17.1
0880,Denver County 1,English Language Arts,All Grades,22.7,- -,10.7
0880,Denver County 1,English Language Arts,03,- -,- -,- -
0880,Denver County 1,English Language Arts,04,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,All Grades,12.5,17.6,13.0
0880,Denver County 1,Spanish Language Arts,03,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,04,- -,- -,- -
0880,Denver County 1,Mathematics,All Grades,- -,14.0,- -
0880,Denver County 1,Mathematics,03,- -,- -,- -
0880,Denver County 1,Mathematics,04,- -,- -,- -
0880,Denver County 1,English Language Arts,All Grades,61.0,67.3,66.3
0880,Denver County 1,English Language Arts,03,63.6,68.4,57.1
0880,Denver County 1,English Language Arts,04,70.6,- -,70.6
0880,Denver County 1,English Language Arts,05,- -,84.4,- -
0880,Denver County 1,English Language Arts,06,- -,- -,- -
0880,Denver County 1,Mathematics,All Grades,55.4,52.8,44.0
0880,Denver County 1,Mathematics,03,58.8,71.1,50.0
0880,Denver County 1,Mathematics,04,72.7,- -,43.8
0880,Denver County 1,Mathematics,05,- -,61.8,- -
0880,Denver County 1,Mathematics,06,- -,- -,- -
0880,Denver County 1,English Language Arts,All Grades,31.1,24.9,20.0
0880,Denver County 1,English Language Arts,06,26.9,18.8,15.0
0880,Denver County 1,English Language Arts,07,31.6,24.2,18.2
0880,Denver County 1,English Language Arts,08,34.2,31.6,27.7
0880,Denver County 1,Mathematics,All Grades,15.0,11.7,11.4
0880,Denver County 1,Mathematics,06,13.2,9.3,10.5
0880,Denver County 1,Mathematics,07,13.2,10.9,11.2
0880,Denver County 1,Mathematics,08,18.4,14.8,12.9
0880,Denver County 1,English Language Arts,All Grades,28.8,26.9,29.3
0880,Denver County 1,English Language Arts,03,23.5,22.2,37.0
0880,Denver County 1,English Language Arts,04,25.4,34.1,20.6
0880,Denver County 1,English Language Arts,05,39.1,25.9,34.1
0880,Denver County 1,Mathematics,All Grades,27.2,23.9,24.1
0880,Denver County 1,Mathematics,03,34.6,18.2,30.6
0880,Denver County 1,Mathematics,04,20.3,33.3,19.4
0880,Denver County 1,Mathematics,05,27.7,22.0,23.8
0880,Denver County 1,English Language Arts,All Grades,16.5,19.3,19.8
0880,Denver County 1,English Language Arts,03,12.5,21.8,17.6
0880,Denver County 1,English Language Arts,04,13.5,11.4,18.8
0880,Denver County 1,English Language Arts,05,24.3,25.8,22.8
0880,Denver County 1,Spanish Language Arts,All Grades,- -,N/A,N/A
0880,Denver County 1,Spanish Language Arts,03,- -,N/A,N/A
0880,Denver County 1,Mathematics,All Grades,12.7,18.8,20.7
0880,Denver County 1,Mathematics,03,20.9,23.3,20.5
0880,Denver County 1,Mathematics,04,6.4,8.6,15.4
0880,Denver County 1,Mathematics,05,11.1,25.4,25.3
0880,Denver County 1,English Language Arts,All Grades,22.3,21.4,26.7
0880,Denver County 1,English Language Arts,06,20.6,4.8,16.9
0880,Denver County 1,English Language Arts,07,14.0,26.3,18.9
0880,Denver County 1,English Language Arts,08,29.7,28.7,38.7
0880,Denver County 1,Mathematics,All Grades,6.9,6.5,5.7
0880,Denver County 1,Mathematics,06,- -,- -,5.0
0880,Denver County 1,Mathematics,07,- -,9.1,4.8
0880,Denver County 1,Mathematics,08,10.0,- -,7.0
0880,Denver County 1,English Language Arts,All Grades,25.6,21.4,26.5
0880,Denver County 1,English Language Arts,03,36.7,15.4,20.0
0880,Denver County 1,English Language Arts,04,28.0,19.4,28.0
0880,Denver County 1,English Language Arts,05,12.9,29.6,30.4
0880,Denver County 1,Spanish Language Arts,All Grades,- -,- -,23.5
0880,Denver County 1,Spanish Language Arts,03,- -,- -,23.5
0880,Denver County 1,Spanish Language Arts,04,- -,N/A,N/A
0880,Denver County 1,Mathematics,All Grades,13.2,6.9,10.5
0880,Denver County 1,Mathematics,03,17.1,- -,15.8
0880,Denver County 1,Mathematics,04,13.3,10.3,- -
0880,Denver County 1,Mathematics,05,8.6,- -,- -
0880,Denver County 1,English Language Arts,All Grades,14.1,19.4,18.3
0880,Denver County 1,English Language Arts,03,13.0,13.8,9.8
0880,Denver County 1,English Language Arts,04,10.1,16.2,21.1
0880,Denver County 1,English Language Arts,05,17.9,25.6,19.8
0880,Denver County 1,Spanish Language Arts,All Grades,11.4,17.9,18.6
0880,Denver County 1,Spanish Language Arts,03,10.8,19.1,20.6
0880,Denver County 1,Spanish Language Arts,04,12.1,15.0,16.0
0880,Denver County 1,Mathematics,All Grades,6.1,9.1,6.1
0880,Denver County 1,Mathematics,03,4.3,- -,6.7
0880,Denver County 1,Mathematics,04,7.8,- -,3.1
0880,Denver County 1,Mathematics,05,5.9,17.8,8.4
0880,Denver County 1,English Language Arts,All Grades,7.5,6.6,9.7
0880,Denver County 1,English Language Arts,03,- -,- -,12.8
0880,Denver County 1,English Language Arts,04,- -,- -,- -
0880,Denver County 1,English Language Arts,05,5.3,6.0,4.0
0880,Denver County 1,English Language Arts,06,7.0,13.2,- -
0880,Denver County 1,English Language Arts,07,16.0,- -,13.7
0880,Denver County 1,English Language Arts,08,- -,6.8,23.1
0880,Denver County 1,Spanish Language Arts,All Grades,7.3,12.4,22.1
0880,Denver County 1,Spanish Language Arts,03,7.3,9.6,32.7
0880,Denver County 1,Spanish Language Arts,04,7.3,15.6,11.5
0880,Denver County 1,Mathematics,All Grades,7.9,3.2,5.2
0880,Denver County 1,Mathematics,03,15.7,6.9,19.8
0880,Denver County 1,Mathematics,04,9.1,- -,- -
0880,Denver County 1,Mathematics,05,6.9,- -,- -
0880,Denver County 1,Mathematics,06,- -,- -,- -
0880,Denver County 1,Mathematics,07,- -,- -,- -
0880,Denver County 1,Mathematics,08,- -,- -,- -
0880,Denver County 1,English Language Arts,All Grades,68.5,55.9,57.1
0880,Denver County 1,English Language Arts,03,73.7,65.2,76.9
0880,Denver County 1,English Language Arts,04,70.5,58.3,37.9
0880,Denver County 1,English Language Arts,05,57.7,34.8,59.1
0880,Denver County 1,Mathematics,All Grades,55.2,53.8,50.0
0880,Denver County 1,Mathematics,03,60.5,58.7,76.0
0880,Denver County 1,Mathematics,04,47.7,54.2,35.7
0880,Denver County 1,Mathematics,05,60.9,43.5,39.1
0880,Denver County 1,English Language Arts,All Grades,32.7,26.6,20.4
0880,Denver County 1,English Language Arts,03,45.8,34.4,22.4
0880,Denver County 1,English Language Arts,04,36.4,21.0,20.3
0880,Denver County 1,English Language Arts,05,20.7,24.6,18.2
0880,Denver County 1,Spanish Language Arts,All Grades,11.8,21.9,25.0
0880,Denver County 1,Spanish Language Arts,03,11.8,- -,- -
0880,Denver County 1,Spanish Language Arts,04,11.9,- -,- -
0880,Denver County 1,Mathematics,All Grades,18.2,18.1,13.5
0880,Denver County 1,Mathematics,03,26.9,32.1,17.9
0880,Denver County 1,Mathematics,04,20.2,9.2,8.2
0880,Denver County 1,Mathematics,05,5.6,13.3,12.7
0880,Denver County 1,English Language Arts,All Grades,66.5,63.8,63.4
0880,Denver County 1,English Language Arts,06,65.7,67.3,70.2
0880,Denver County 1,English Language Arts,07,71.5,65.0,58.6
0880,Denver County 1,English Language Arts,08,62.4,59.5,61.3
0880,Denver County 1,Mathematics,All Grades,53.7,60.6,57.4
0880,Denver County 1,Mathematics,06,44.7,54.7,59.2
0880,Denver County 1,Mathematics,07,57.4,61.5,54.3
0880,Denver County 1,Mathematics,08,58.9,64.9,58.7
0880,Denver County 1,English Language Arts,All Grades,73.9,74.0,75.1
0880,Denver County 1,English Language Arts,06,70.9,73.1,74.2
0880,Denver County 1,English Language Arts,07,75.7,73.3,75.8
0880,Denver County 1,English Language Arts,08,74.9,75.9,75.3
0880,Denver County 1,Mathematics,All Grades,72.8,69.0,68.7
0880,Denver County 1,Mathematics,06,66.8,67.4,66.8
0880,Denver County 1,Mathematics,07,71.3,66.1,65.8
0880,Denver County 1,Mathematics,08,80.1,74.7,73.5
0880,Denver County 1,English Language Arts,All Grades,30.1,17.1,17.9
0880,Denver County 1,English Language Arts,06,29.6,22.0,20.0
0880,Denver County 1,English Language Arts,07,30.2,19.7,14.0
0880,Denver County 1,English Language Arts,08,30.4,6.8,19.1
0880,Denver County 1,Mathematics,All Grades,16.3,7.2,7.9
0880,Denver County 1,Mathematics,06,12.7,9.7,6.3
0880,Denver County 1,Mathematics,07,18.9,- -,5.3
0880,Denver County 1,Mathematics,08,17.8,- -,11.8
0880,Denver County 1,English Language Arts,All Grades,23.4,28.2,36.1
0880,Denver County 1,English Language Arts,03,9.5,28.9,26.2
0880,Denver County 1,English Language Arts,04,27.7,29.8,34.8
0880,Denver County 1,English Language Arts,05,30.8,26.1,50.0
0880,Denver County 1,Spanish Language Arts,All Grades,- -,N/A,N/A
0880,Denver County 1,Spanish Language Arts,04,- -,N/A,N/A
0880,Denver County 1,Mathematics,All Grades,17.4,23.1,25.2
0880,Denver County 1,Mathematics,03,13.6,36.8,23.3
0880,Denver County 1,Mathematics,04,23.1,15.2,21.7
0880,Denver County 1,Mathematics,05,15.1,19.6,32.4
0880,Denver County 1,English Language Arts,All Grades,30.6,33.8,35.8
0880,Denver County 1,English Language Arts,03,18.9,22.2,24.3
0880,Denver County 1,English Language Arts,04,19.4,37.5,45.9
0880,Denver County 1,English Language Arts,05,39.4,41.7,32.3
0880,Denver County 1,English Language Arts,06,25.0,15.8,35.3
0880,Denver County 1,English Language Arts,07,- -,- -,- -
0880,Denver County 1,English Language Arts,08,- -,- -,- -
0880,Denver County 1,Mathematics,All Grades,17.0,18.7,16.1
0880,Denver County 1,Mathematics,03,19.4,25.0,27.8
0880,Denver County 1,Mathematics,04,11.4,31.3,13.5
0880,Denver County 1,Mathematics,05,27.3,10.8,9.7
0880,Denver County 1,Mathematics,06,- -,- -,- -
0880,Denver County 1,Mathematics,07,- -,- -,18.8
0880,Denver County 1,Mathematics,08,- -,- -,- -
0880,Denver County 1,English Language Arts,All Grades,86.1,82.5,79.2
0880,Denver County 1,English Language Arts,06,85.3,76.1,81.0
0880,Denver County 1,English Language Arts,07,85.3,87.5,79.1
0880,Denver County 1,English Language Arts,08,87.8,83.7,77.1
0880,Denver County 1,Mathematics,All Grades,77.3,72.2,69.7
0880,Denver County 1,Mathematics,06,75.3,65.4,71.8
0880,Denver County 1,Mathematics,07,73.0,72.2,66.7
0880,Denver County 1,Mathematics,08,83.6,79.2,70.9
0880,Denver County 1,English Language Arts,All Grades,4.6,5.5,5.9
0880,Denver County 1,English Language Arts,03,- -,- -,- -
0880,Denver County 1,English Language Arts,04,- -,- -,- -
0880,Denver County 1,English Language Arts,05,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,All Grades,14.6,15.7,20.0
0880,Denver County 1,Spanish Language Arts,03,- -,14.8,22.7
0880,Denver County 1,Spanish Language Arts,04,- -,16.7,17.4
0880,Denver County 1,Mathematics,All Grades,6.3,6.9,5.4
0880,Denver County 1,Mathematics,03,12.2,12.7,- -
0880,Denver County 1,Mathematics,04,- -,- -,- -
0880,Denver County 1,Mathematics,05,- -,- -,5.8
0880,Denver County 1,English Language Arts,All Grades,19.5,12.4,12.0
0880,Denver County 1,English Language Arts,03,- -,- -,- -
0880,Denver County 1,English Language Arts,04,- -,- -,- -
0880,Denver County 1,English Language Arts,05,23.3,17.8,14.7
0880,Denver County 1,Spanish Language Arts,All Grades,22.7,10.3,11.6
0880,Denver County 1,Spanish Language Arts,03,19.0,- -,- -
0880,Denver County 1,Spanish Language Arts,04,26.1,- -,- -
0880,Denver County 1,Mathematics,All Grades,19.8,11.4,9.5
0880,Denver County 1,Mathematics,03,27.0,- -,- -
0880,Denver County 1,Mathematics,04,14.9,- -,- -
0880,Denver County 1,Mathematics,05,19.1,17.0,16.7
0880,Denver County 1,English Language Arts,All Grades,11.9,8.9,10.6
0880,Denver County 1,English Language Arts,06,12.7,8.6,3.9
0880,Denver County 1,English Language Arts,07,15.1,6.4,14.7
0880,Denver County 1,English Language Arts,08,8.0,11.2,12.9
0880,Denver County 1,Mathematics,All Grades,1.9,- -,2.8
0880,Denver County 1,Mathematics,06,- -,- -,- -
0880,Denver County 1,Mathematics,07,- -,- -,- -
0880,Denver County 1,Mathematics,08,- -,- -,4.2
0880,Denver County 1,English Language Arts,All Grades,40.0,34.3,27.6
0880,Denver County 1,English Language Arts,03,28.6,- -,25.0
0880,Denver County 1,English Language Arts,04,33.3,32.3,25.8
0880,Denver County 1,English Language Arts,05,40.0,50.0,31.8
0880,Denver County 1,English Language Arts,06,60.0,- -,25.0
0880,Denver County 1,Spanish Language Arts,All Grades,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,03,- -,- -,- -
0880,Denver County 1,Spanish Language Arts,04,- -,- -,- -
0880,Denver County 1,Mathematics,All Grades,25.0,17.2,15.1
0880,Denver County 1,Mathematics,03,34.1,- -,17.5
0880,Denver County 1,Mathematics,04,15.2,22.5,10.5
0880,Denver County 1,Mathematics,05,27.8,20.0,15.9
0880,Denver County 1,Mathematics,06,19.2,- -,16.7
0880,Denver County 1,English Language Arts,All Grades,62.4,57.0,49.0
0880,Denver County 1,English Language Arts,03,69.7,66.7,51.4
0880,Denver County 1,English Language Arts,04,64.7,55.3,43.5
0880,Denver County 1,English Language Arts,05,67.6,52.4,60.0
0880,Denver County 1,English Language Arts,06,- -,61.9,28.6
0880,Denver County 1,English Language Arts,07,61.9,47.1,45.0
0880,Denver County 1,English Language Arts,08,- -,50.0,61.9
0880,Denver County 1,Mathematics,All Grades,47.1,41.8,31.5
0880,Denver County 1,Mathematics,03,66.7,60.5,52.8
0880,Denver County 1,Mathematics,04,52.9,43.6,30.4
0880,Denver County 1,Mathematics,05,48.6,42.9,44.0
0880,Denver County 1,Mathematics,06,- -,38.1,- -
0880,Denver County 1,Mathematics,07,42.9,16.7,- -
0880,Denver County 1,Mathematics,08,- -,25.0,28.6
0880,Denver County 1,English Language Arts,All Grades,24.9,24.6,25.0
0880,Denver County 1,English Language Arts,03,21.7,23.0,18.7
0880,Denver County 1,English Language Arts,04,24.2,20.5,22.1
0880,Denver County 1,English Language Arts,05,32.6,25.4,34.2
0880,Denver County 1,English Language Arts,06,14.7,26.6,15.6
0880,Denver County 1,English Language Arts,07,28.8,22.2,32.9
0880,Denver County 1,English Language Arts,08,27.3,30.6,28.9
0880,Denver County 1,Spanish Language Arts,All Grades,- -,N/A,N/A
0880,Denver County 1,Spanish Language Arts,03,- -,N/A,N/A
0880,Denver County 1,Spanish Language Arts,04,- -,N/A,N/A
0880,Denver County 1,Mathematics,All Grades,13.9,12.0,13.8
0880,Denver County 1,Mathematics,03,24.5,23.3,28.9
0880,Denver County 1,Mathematics,04,11.2,13.9,14.3
0880,Denver County 1,Mathematics,05,10.2,14.1,11.8
0880,Denver County 1,Mathematics,06,14.7,7.4,3.3
0880,Denver County 1,Mathematics,07,8.3,4.9,5.6
0880,Denver County 1,Mathematics,08,12.8,6.8,20.8
0880,Denver County 1,English Language Arts,All Grades,29.2,12.2,31.7
0880,Denver County 1,English Language Arts,06,- -,12.5,28.1
0880,Denver County 1,English Language Arts,07,40.0,11.5,32.4
0880,Denver County 1,English Language Arts,08,- -,12.5,39.4
0880,Denver County 1,Mathematics,All Grades,8.2,5.0,9.1
0880,Denver County 1,Mathematics,06,- -,- -,- -
0880,Denver County 1,Mathematics,07,- -,- -,13.5
0880,Denver County 1,Mathematics,08,- -,- -,- -
0880,Denver County 1,English Language Arts,All Grades,47.4,51.6,57.3
0880,Denver County 1,English Language Arts,03,- -,41.2,54.5
0880,Denver County 1,English Language Arts,04,- -,62.5,50.0
0880,Denver County 1,English Language Arts,05,61.9,51.6,66.7
0880,Denver County 1,Mathematics,All Grades,50.0,40.0,47.0
0880,Denver County 1,Mathematics,03,60.0,33.3,52.2
0880,Denver County 1,Mathematics,04,- -,43.8,36.7
0880,Denver County 1,Mathematics,05,- -,41.9,53.3
0880,Denver County 1,English Language Arts,All Grades,76.7,75.6,73.5
0880,Denver County 1,English Language Arts,03,73.1,70.6,67.0
0880,Denver County 1,English Language Arts,04,74.3,77.9,75.8
0880,Denver County 1,English Language Arts,05,82.4,78.2,77.6
0880,Denver County 1,Mathematics,All Grades,75.4,69.0,68.7
0880,Denver County 1,Mathematics,03,75.0,68.6,73.8
0880,Denver County 1,Mathematics,04,78.0,74.0,66.0
