District Code,District Name,Content,Grade,2025,2024,2023
0490,Buena Vista R-31,Mathematics,07,20.0,24.6,28.8
0490,Buena Vista R-31,Mathematics,08,32.8,14.5,44.8
0500,Salida R-32,English Language Arts,All Grades,65.7,60.0,59.4
0500,Salida R-32,English Language Arts,03,50.5,52.2,43.0
0500,Salida R-32,English Language Arts,04,74.4,68.1,62.8
0500,Salida R-32,English Language Arts,05,64.5,60.5,60.2
0500,Salida R-32,English Language Arts,06,70.1,64.5,65.6
0500,Salida R-32,English Language Arts,07,68.3,58.7,51.2
0500,Salida R-32,English Language Arts,08,68.3,55.7,70.6
0500,Salida R-32,Mathematics,All Grades,55.3,48.9,44.9
0500,Salida R-32,Mathematics,03,45.7,52.7,37.6
0500,Salida R-32,Mathematics,04,77.4,75.8,68.1
0500,Salida R-32,Mathematics,05,50.5,46.5,46.6
0500,Salida R-32,Mathematics,06,54.5,40.4,37.6
0500,Salida R-32,Mathematics,07,42.2,32.6,34.1
0500,Salida R-32,Mathematics,08,60.7,45.0,43.1
0510,Kit Carson R-1,English Language Arts,All Grades,- -,- -,- -
0510,Kit Carson R-1,English Language Arts,03,- -,- -,- -
0510,Kit Carson R-1,English Language Arts,04,- -,- -,- -
0510,Kit Carson R-1,English Language Arts,05,- -,- -,- -
0510,Kit Carson R-1,English Language Arts,06,- -,- -,- -
0510,Kit Carson R-1,English Language Arts,07,- -,- -,- -
0510,Kit Carson R-1,English Language Arts,08,- -,- -,- -
0510,Kit Carson R-1,Mathematics,All Grades,- -,- -,- -
0510,Kit Carson R-1,Mathematics,03,- -,- -,- -
0510,Kit Carson R-1,Mathematics,04,- -,- -,- -
0510,Kit Carson R-1,Mathematics,05,- -,- -,- -
0510,Kit Carson R-1,Mathematics,06,- -,- -,- -
0510,Kit Carson R-1,Mathematics,07,- -,- -,- -
0510,Kit Carson R-1,Mathematics,08,- -,- -,- -
0520,Cheyenne County Re-5,English Language Arts,All Grades,- -,- -,- -
0520,Cheyenne County Re-5,English Language Arts,03,- -,- -,- -
0520,Cheyenne County Re-5,English Language Arts,04,- -,- -,- -
0520,Cheyenne County Re-5,English Language Arts,05,- -,- -,- -
0520,Cheyenne County Re-5,English Language Arts,06,- -,- -,- -
0520,Cheyenne County Re-5,English Language Arts,07,- -,- -,- -
0520,Cheyenne County Re-5,English Language Arts,08,- -,- -,- -
0520,Cheyenne County Re-5,Mathematics,All Grades,- -,- -,- -
0520,Cheyenne County Re-5,Mathematics,03,- -,- -,- -
0520,Cheyenne County Re-5,Mathematics,04,- -,- -,- -
0520,Cheyenne County Re-5,Mathematics,05,- -,- -,- -
0520,Cheyenne County Re-5,Mathematics,06,- -,- -,- -
0520,Cheyenne County Re-5,Mathematics,07,- -,- -,- -
0520,Cheyenne County Re-5,Mathematics,08,- -,- -,- -
0540,Clear Creek RE-1,English Language Arts,All Grades,38.1,38.8,38.9
0540,Clear Creek RE-1,English Language Arts,03,40.0,31.3,39.5
0540,Clear Creek RE-1,English Language Arts,04,30.6,46.5,47.8
0540,Clear Creek RE-1,English Language Arts,05,39.5,54.0,31.3
0540,Clear Creek RE-1,English Language Arts,06,62.0,38.7,42.1
0540,Clear Creek RE-1,English Language Arts,07,22.9,29.3,39.5
0540,Clear Creek RE-1,English Language Arts,08,25.6,27.9,25.0
0540,Clear Creek RE-1,Mathematics,All Grades,29.2,28.9,31.1
0540,Clear Creek RE-1,Mathematics,03,30.8,35.5,39.5
0540,Clear Creek RE-1,Mathematics,04,30.6,41.9,30.4
0540,Clear Creek RE-1,Mathematics,05,40.9,32.0,21.2
0540,Clear Creek RE-1,Mathematics,06,44.0,19.4,37.8
0540,Clear Creek RE-1,Mathematics,07,8.6,19.5,30.0
0540,Clear Creek RE-1,Mathematics,08,14.0,23.3,23.1
0550,North Conejos RE-1J,English Language Arts,All Grades,50.1,44.8,49.6
0550,North Conejos RE-1J,English Language Arts,03,57.6,46.5,52.2
0550,North Conejos RE-1J,English Language Arts,04,43.1,43.2,57.1
0550,North Conejos RE-1J,English Language Arts,05,62.7,62.5,49.3
0550,North Conejos RE-1J,English Language Arts,06,49.2,35.4,58.7
0550,North Conejos RE-1J,English Language Arts,07,43.2,49.2,36.3
0550,North Conejos RE-1J,English Language Arts,08,45.6,38.9,50.7
0550,North Conejos RE-1J,Mathematics,All Grades,38.5,30.5,35.2
0550,North Conejos RE-1J,Mathematics,03,60.3,46.5,59.4
0550,North Conejos RE-1J,Mathematics,04,40.3,41.9,48.2
0550,North Conejos RE-1J,Mathematics,05,46.7,44.6,29.3
0550,North Conejos RE-1J,Mathematics,06,31.1,13.9,32.8
0550,North Conejos RE-1J,Mathematics,07,20.5,26.2,15.4
0550,North Conejos RE-1J,Mathematics,08,34.8,17.6,35.1
0560,Sanford 6J,English Language Arts,All Grades,44.1,48.6,44.4
0560,Sanford 6J,English Language Arts,03,56.0,50.0,37.0
0560,Sanford 6J,English Language Arts,04,42.9,44.4,33.3
0560,Sanford 6J,English Language Arts,05,37.5,34.6,57.1
0560,Sanford 6J,English Language Arts,06,48.0,60.0,29.2
0560,Sanford 6J,English Language Arts,07,50.0,35.7,80.0
0560,Sanford 6J,English Language Arts,08,27.3,66.7,34.5
0560,Sanford 6J,Mathematics,All Grades,39.1,37.0,29.4
0560,Sanford 6J,Mathematics,03,48.0,63.9,29.6
0560,Sanford 6J,Mathematics,04,60.0,- -,51.9
0560,Sanford 6J,Mathematics,05,33.3,42.3,40.0
0560,Sanford 6J,Mathematics,06,40.0,34.3,25.0
0560,Sanford 6J,Mathematics,07,23.3,- -,- -
0560,Sanford 6J,Mathematics,08,22.7,42.9,- -
0580,South Conejos RE-10,English Language Arts,All Grades,4.1,14.1,7.4
0580,South Conejos RE-10,English Language Arts,03,- -,- -,- -
0580,South Conejos RE-10,English Language Arts,04,- -,- -,- -
0580,South Conejos RE-10,English Language Arts,05,- -,- -,- -
0580,South Conejos RE-10,English Language Arts,06,- -,- -,- -
0580,South Conejos RE-10,English Language Arts,07,- -,- -,- -
0580,South Conejos RE-10,English Language Arts,08,- -,- -,- -
0580,South Conejos RE-10,Mathematics,All Grades,- -,- -,- -
0580,South Conejos RE-10,Mathematics,03,- -,- -,- -
0580,South Conejos RE-10,Mathematics,04,- -,- -,- -
0580,South Conejos RE-10,Mathematics,05,- -,- -,- -
0580,South Conejos RE-10,Mathematics,06,- -,- -,- -
0580,South Conejos RE-10,Mathematics,07,- -,- -,- -
0580,South Conejos RE-10,Mathematics,08,- -,- -,- -
0640,Centennial R-1,English Language Arts,All Grades,16.4,10.8,13.0
0640,Centennial R-1,English Language Arts,03,- -,- -,- -
0640,Centennial R-1,English Language Arts,04,- -,- -,- -
0640,Centennial R-1,English Language Arts,05,- -,- -,- -
0640,Centennial R-1,English Language Arts,06,- -,- -,- -
0640,Centennial R-1,English Language Arts,07,- -,- -,- -
0640,Centennial R-1,English Language Arts,08,18.8,- -,- -
0640,Centennial R-1,Mathematics,All Grades,18.2,4.6,- -
0640,Centennial R-1,Mathematics,03,- -,- -,- -
0640,Centennial R-1,Mathematics,04,- -,- -,- -
0640,Centennial R-1,Mathematics,05,- -,- -,- -
0640,Centennial R-1,Mathematics,06,- -,- -,- -
0640,Centennial R-1,Mathematics,07,- -,- -,- -
0640,Centennial R-1,Mathematics,08,25.0,- -,- -
0740,Sierra Grande R-30,English Language Arts,All Grades,24.4,19.2,17.9
0740,Sierra Grande R-30,English Language Arts,03,17.9,38.9,- -
0740,Sierra Grande R-30,English Language Arts,04,31.6,20.0,29.4
0740,Sierra Grande R-30,English Language Arts,05,31.6,29.4,- -
0740,Sierra Grande R-30,English Language Arts,06,29.4,- -,21.1
0740,Sierra Grande R-30,English Language Arts,07,19.0,19.0,13.0
0740,Sierra Grande R-30,English Language Arts,08,21.1,- -,18.2
0740,Sierra Grande R-30,Mathematics,All Grades,15.4,11.6,9.4
0740,Sierra Grande R-30,Mathematics,03,- -,33.3,- -
0740,Sierra Grande R-30,Mathematics,04,36.8,- -,17.6
0740,Sierra Grande R-30,Mathematics,05,21.1,- -,- -
0740,Sierra Grande R-30,Mathematics,06,- -,- -,- -
0740,Sierra Grande R-30,Mathematics,07,- -,- -,- -
0740,Sierra Grande R-30,Mathematics,08,21.1,- -,- -
0770,Crowley County RE-1-J,English Language Arts,All Grades,29.5,23.1,28.4
0770,Crowley County RE-1-J,English Language Arts,03,31.8,25.0,37.5
0770,Crowley County RE-1-J,English Language Arts,04,- -,17.4,17.9
0770,Crowley County RE-1-J,English Language Arts,05,16.7,22.7,32.4
0770,Crowley County RE-1-J,English Language Arts,06,28.6,37.5,31.3
0770,Crowley County RE-1-J,English Language Arts,07,43.3,24.1,24.3
0770,Crowley County RE-1-J,English Language Arts,08,- -,13.2,28.6
0770,Crowley County RE-1-J,Mathematics,All Grades,14.4,13.1,16.0
0770,Crowley County RE-1-J,Mathematics,03,18.2,31.3,34.8
0770,Crowley County RE-1-J,Mathematics,04,- -,21.7,21.4
0770,Crowley County RE-1-J,Mathematics,05,12.5,- -,14.7
0770,Crowley County RE-1-J,Mathematics,06,- -,12.5,12.5
0770,Crowley County RE-1-J,Mathematics,07,20.0,- -,- -
0770,Crowley County RE-1-J,Mathematics,08,- -,10.5,- -
0860,Custer County School District C-1,English Language Arts,All Grades,36.3,33.1,27.7
0860,Custer County School District C-1,English Language Arts,03,50.0,- -,22.6
0860,Custer County School District C-1,English Language Arts,04,- -,28.0,45.0
0860,Custer County School District C-1,English Language Arts,05,55.0,- -,52.4
0860,Custer County School District C-1,English Language Arts,06,- -,40.9,- -
0860,Custer County School District C-1,English Language Arts,07,33.3,31.6,22.7
0860,Custer County School District C-1,English Language Arts,08,22.7,36.0,- -
0860,Custer County School District C-1,Mathematics,All Grades,17.6,18.2,21.2
0860,Custer County School District C-1,Mathematics,03,37.5,- -,16.1
0860,Custer County School District C-1,Mathematics,04,- -,20.0,35.0
0860,Custer County School District C-1,Mathematics,05,30.0,15.8,23.8
0860,Custer County School District C-1,Mathematics,06,- -,22.7,15.0
0860,Custer County School District C-1,Mathematics,07,- -,- -,13.6
0860,Custer County School District C-1,Mathematics,08,- -,12.0,26.1
0870,Delta County 50(J),English Language Arts,All Grades,45.7,46.0,45.1
0870,Delta County 50(J),English Language Arts,03,40.2,39.8,36.7
0870,Delta County 50(J),English Language Arts,04,39.4,41.8,39.1
0870,Delta County 50(J),English Language Arts,05,50.3,49.8,45.7
0870,Delta County 50(J),English Language Arts,06,47.6,46.1,48.5
0870,Delta County 50(J),English Language Arts,07,49.1,47.0,51.7
0870,Delta County 50(J),English Language Arts,08,46.8,50.3,47.8
0870,Delta County 50(J),Mathematics,All Grades,30.5,31.0,29.3
0870,Delta County 50(J),Mathematics,03,37.4,44.7,38.5
0870,Delta County 50(J),Mathematics,04,35.7,36.7,35.1
0870,Delta County 50(J),Mathematics,05,37.3,31.6,29.3
0870,Delta County 50(J),Mathematics,06,27.4,24.7,19.9
0870,Delta County 50(J),Mathematics,07,20.1,22.0,22.3
0870,Delta County 50(J),Mathematics,08,25.1,28.7,32.5
0880,Denver County 1,English Language Arts,All Grades,41.9,40.7,40.3
0880,Denver County 1,English Language Arts,03,41.4,39.6,40.1
0880,Denver County 1,English Language Arts,04,39.3,39.0,40.6
0880,Denver County 1,English Language Arts,05,42.8,42.8,41.2
0880,Denver County 1,English Language Arts,06,40.7,39.6,38.8
0880,Denver County 1,English Language Arts,07,45.4,42.4,40.3
0880,Denver County 1,English Language Arts,08,41.5,40.9,40.8
0880,Denver County 1,Spanish Language Arts,All Grades,16.7,20.9,21.0
0880,Denver County 1,Spanish Language Arts,03,18.7,20.8,23.9
0880,Denver County 1,Spanish Language Arts,04,14.4,21.1,17.0
0880,Denver County 1,Mathematics,All Grades,32.9,31.2,30.3
0880,Denver County 1,Mathematics,03,36.4,36.1,36.4
0880,Denver County 1,Mathematics,04,33.3,30.6,29.0
0880,Denver County 1,Mathematics,05,34.2,33.5,33.2
0880,Denver County 1,Mathematics,06,28.9,27.3,26.9
0880,Denver County 1,Mathematics,07,30.5,28.4,25.1
0880,Denver County 1,Mathematics,08,33.1,30.5,30.9
0890,Dolores County RE No.2,English Language Arts,All Grades,21.7,26.2,26.3
0890,Dolores County RE No.2,English Language Arts,03,- -,23.5,- -
0890,Dolores County RE No.2,English Language Arts,04,14.3,- -,- -
0890,Dolores County RE No.2,English Language Arts,05,56.3,20.0,- -
0890,Dolores County RE No.2,English Language Arts,06,- -,- -,- -
0890,Dolores County RE No.2,English Language Arts,07,- -,- -,- -
0890,Dolores County RE No.2,English Language Arts,08,- -,- -,- -
0890,Dolores County RE No.2,Mathematics,All Grades,13.4,13.6,21.1
0890,Dolores County RE No.2,Mathematics,03,26.3,- -,- -
0890,Dolores County RE No.2,Mathematics,04,- -,- -,- -
0890,Dolores County RE No.2,Mathematics,05,- -,15.0,- -
0890,Dolores County RE No.2,Mathematics,06,- -,- -,- -
0890,Dolores County RE No.2,Mathematics,07,- -,- -,- -
0890,Dolores County RE No.2,Mathematics,08,- -,- -,- -
0900,Douglas County Re 1,English Language Arts,All Grades,63.4,62.3,61.6
0900,Douglas County Re 1,English Language Arts,03,59.7,59.7,58.0
0900,Douglas County Re 1,English Language Arts,04,57.8,58.2,59.2
0900,Douglas County Re 1,English Language Arts,05,66.2,64.8,64.5
0900,Douglas County Re 1,English Language Arts,06,67.6,66.7,65.1
0900,Douglas County Re 1,English Language Arts,07,69.2,64.8,64.4
0900,Douglas County Re 1,English Language Arts,08,59.6,59.4,58.4
0900,Douglas County Re 1,Spanish Language Arts,All Grades,- -,- -,- -
0900,Douglas County Re 1,Spanish Language Arts,03,- -,- -,- -
0900,Douglas County Re 1,Spanish Language Arts,04,- -,- -,- -
0900,Douglas County Re 1,Mathematics,All Grades,55.5,52.3,50.7
0900,Douglas County Re 1,Mathematics,03,62.1,62.0,59.4
0900,Douglas County Re 1,Mathematics,04,54.3,50.8,48.8
0900,Douglas County Re 1,Mathematics,05,58.1,54.7,52.4
0900,Douglas County Re 1,Mathematics,06,53.1,49.8,47.7
0900,Douglas County Re 1,Mathematics,07,52.2,47.5,44.9
0900,Douglas County Re 1,Mathematics,08,53.0,48.6,50.5
0910,Eagle County RE 50,English Language Arts,All Grades,42.1,39.4,41.8
0910,Eagle County RE 50,English Language Arts,03,38.1,38.8,33.7
0910,Eagle County RE 50,English Language Arts,04,37.8,38.5,40.3
0910,Eagle County RE 50,English Language Arts,05,39.8,37.6,42.7
0910,Eagle County RE 50,English Language Arts,06,37.3,36.7,40.5
0910,Eagle County RE 50,English Language Arts,07,50.8,44.6,43.4
0910,Eagle County RE 50,English Language Arts,08,46.9,40.3,48.8
0910,Eagle County RE 50,Spanish Language Arts,All Grades,8.6,11.6,6.0
0910,Eagle County RE 50,Spanish Language Arts,03,- -,11.3,- -
0910,Eagle County RE 50,Spanish Language Arts,04,- -,12.2,- -
0910,Eagle County RE 50,Mathematics,All Grades,29.6,26.8,26.2
0910,Eagle County RE 50,Mathematics,03,33.4,34.8,31.0
0910,Eagle County RE 50,Mathematics,04,28.9,23.6,25.1
0910,Eagle County RE 50,Mathematics,05,33.6,26.0,25.4
0910,Eagle County RE 50,Mathematics,06,23.1,25.8,21.8
0910,Eagle County RE 50,Mathematics,07,27.5,23.7,19.9
0910,Eagle County RE 50,Mathematics,08,31.1,27.3,33.3
0920,Elizabeth School District,English Language Arts,All Grades,42.4,45.0,47.3
0920,Elizabeth School District,English Language Arts,03,43.0,29.7,33.3
0920,Elizabeth School District,English Language Arts,04,39.1,42.8,46.2
0920,Elizabeth School District,English Language Arts,05,48.6,50.3,45.3
0920,Elizabeth School District,English Language Arts,06,39.7,47.3,52.7
0920,Elizabeth School District,English Language Arts,07,45.5,53.1,56.1
0920,Elizabeth School District,English Language Arts,08,36.1,45.7,51.0
0920,Elizabeth School District,Mathematics,All Grades,31.9,35.1,37.2
0920,Elizabeth School District,Mathematics,03,39.5,41.7,53.4
0920,Elizabeth School District,Mathematics,04,27.4,39.3,41.9
0920,Elizabeth School District,Mathematics,05,39.9,41.6,44.2
0920,Elizabeth School District,Mathematics,06,28.0,25.5,20.7
0920,Elizabeth School District,Mathematics,07,20.8,25.0,28.1
0920,Elizabeth School District,Mathematics,08,36.0,40.0,33.3
0930,Kiowa C-2,English Language Arts,All Grades,26.3,32.8,38.1
0930,Kiowa C-2,English Language Arts,03,- -,31.3,38.9
0930,Kiowa C-2,English Language Arts,04,25.0,15.8,37.5
0930,Kiowa C-2,English Language Arts,05,47.1,62.5,56.3
0930,Kiowa C-2,English Language Arts,06,35.3,22.2,44.8
0930,Kiowa C-2,English Language Arts,07,- -,41.4,31.6
0930,Kiowa C-2,English Language Arts,08,28.6,23.8,20.0
0930,Kiowa C-2,Mathematics,All Grades,10.5,18.5,17.5
0930,Kiowa C-2,Mathematics,03,- -,37.5,22.2
0930,Kiowa C-2,Mathematics,04,- -,- -,- -
0930,Kiowa C-2,Mathematics,05,23.5,31.3,31.3
0930,Kiowa C-2,Mathematics,06,- -,- -,20.7
0930,Kiowa C-2,Mathematics,07,- -,20.7,- -
0930,Kiowa C-2,Mathematics,08,14.3,- -,15.0
0940,Big Sandy 100J,English Language Arts,All Grades,48.1,54.5,50.0
0940,Big Sandy 100J,English Language Arts,03,40.9,- -,27.6
0940,Big Sandy 100J,English Language Arts,04,42.1,41.4,50.0
0940,Big Sandy 100J,English Language Arts,05,42.3,- -,59.3
0940,Big Sandy 100J,English Language Arts,06,50.0,63.0,78.9
0940,Big Sandy 100J,English Language Arts,07,56.0,73.7,46.7
0940,Big Sandy 100J,English Language Arts,08,57.1,44.1,48.1
0940,Big Sandy 100J,Mathematics,All Grades,40.5,42.0,38.5
0940,Big Sandy 100J,Mathematics,03,59.1,55.0,37.9
0940,Big Sandy 100J,Mathematics,04,42.1,34.5,50.0
0940,Big Sandy 100J,Mathematics,05,34.6,- -,55.6
0940,Big Sandy 100J,Mathematics,06,38.9,51.9,26.3
0940,Big Sandy 100J,Mathematics,07,36.0,- -,16.7
0940,Big Sandy 100J,Mathematics,08,33.3,32.4,48.1
0950,Elbert 200,English Language Arts,All Grades,34.7,44.9,38.5
0950,Elbert 200,English Language Arts,03,38.9,37.5,52.4
0950,Elbert 200,English Language Arts,04,68.2,89.5,33.3
0950,Elbert 200,English Language Arts,05,47.1,55.0,76.5
0950,Elbert 200,English Language Arts,06,- -,- -,- -
0950,Elbert 200,English Language Arts,07,31.3,30.4,- -
0950,Elbert 200,English Language Arts,08,- -,- -,33.3
0950,Elbert 200,Mathematics,All Grades,28.8,30.2,20.2
0950,Elbert 200,Mathematics,03,33.3,56.3,33.3
0950,Elbert 200,Mathematics,04,81.8,68.4,33.3
0950,Elbert 200,Mathematics,05,35.3,30.0,29.4
0950,Elbert 200,Mathematics,06,- -,- -,- -
0950,Elbert 200,Mathematics,07,- -,- -,- -
0950,Elbert 200,Mathematics,08,- -,- -,- -
0960,Agate 300,English Language Arts,All Grades,10.0,12.9,17.1
0960,Agate 300,English Language Arts,03,- -,- -,- -
0960,Agate 300,English Language Arts,04,- -,- -,- -
0960,Agate 300,English Language Arts,05,- -,- -,- -
0960,Agate 300,English Language Arts,06,- -,- -,- -
0960,Agate 300,English Language Arts,07,- -,- -,- -
0960,Agate 300,English Language Arts,08,- -,- -,- -
0960,Agate 300,Mathematics,All Grades,- -,- -,- -
0960,Agate 300,Mathematics,03,- -,- -,- -
0960,Agate 300,Mathematics,04,- -,- -,- -
0960,Agate 300,Mathematics,05,- -,- -,- -
0960,Agate 300,Mathematics,06,- -,- -,- -
0960,Agate 300,Mathematics,07,- -,- -,- -
0960,Agate 300,Mathematics,08,- -,- -,- -
0970,Calhan RJ-1,English Language Arts,All Grades,39.4,44.7,41.5
0970,Calhan RJ-1,English Language Arts,03,45.5,40.0,45.5
0970,Calhan RJ-1,English Language Arts,04,50.0,52.2,58.8
0970,Calhan RJ-1,English Language Arts,05,47.8,44.4,48.0
0970,Calhan RJ-1,English Language Arts,06,44.4,40.0,26.5
0970,Calhan RJ-1,English Language Arts,07,33.3,35.7,42.9
0970,Calhan RJ-1,English Language Arts,08,19.2,57.7,39.4
0970,Calhan RJ-1,Mathematics,All Grades,27.0,22.7,28.5
0970,Calhan RJ-1,Mathematics,03,33.3,26.7,36.4
0970,Calhan RJ-1,Mathematics,04,24.0,- -,17.6
0970,Calhan RJ-1,Mathematics,05,47.6,22.2,25.0
0970,Calhan RJ-1,Mathematics,06,21.1,- -,8.8
0970,Calhan RJ-1,Mathematics,07,16.7,17.9,35.7
0970,Calhan RJ-1,Mathematics,08,22.2,46.2,45.5
0980,Harrison 2,English Language Arts,All Grades,36.1,37.5,40.4
0980,Harrison 2,English Language Arts,03,28.7,34.0,33.1
0980,Harrison 2,English Language Arts,04,31.3,33.5,39.4
0980,Harrison 2,English Language Arts,05,41.5,43.0,48.7
0980,Harrison 2,English Language Arts,06,35.5,37.4,40.7
0980,Harrison 2,English Language Arts,07,43.0,38.5,39.2
0980,Harrison 2,English Language Arts,08,37.1,39.1,41.0
0980,Harrison 2,Mathematics,All Grades,24.0,26.5,25.3
0980,Harrison 2,Mathematics,03,26.4,32.0,34.2
0980,Harrison 2,Mathematics,04,22.3,27.0,23.0
0980,Harrison 2,Mathematics,05,27.5,29.5,28.5
0980,Harrison 2,Mathematics,06,21.5,23.6,19.6
0980,Harrison 2,Mathematics,07,23.2,21.7,21.8
0980,Harrison 2,Mathematics,08,22.9,25.2,24.3
0990,Widefield 3,English Language Arts,All Grades,43.3,42.0,42.4
0990,Widefield 3,English Language Arts,03,37.5,39.3,36.7
0990,Widefield 3,English Language Arts,04,38.4,37.7,36.7
0990,Widefield 3,English Language Arts,05,52.4,44.5,46.8
0990,Widefield 3,English Language Arts,06,41.6,41.3,40.6
0990,Widefield 3,English Language Arts,07,46.7,44.7,49.6
0990,Widefield 3,English Language Arts,08,43.0,44.9,45.3
0990,Widefield 3,Mathematics,All Grades,29.4,27.0,26.4
0990,Widefield 3,Mathematics,03,35.6,38.4,36.0
0990,Widefield 3,Mathematics,04,33.8,27.0,24.9
0990,Widefield 3,Mathematics,05,33.5,30.6,34.9
0990,Widefield 3,Mathematics,06,19.1,18.2,17.6
0990,Widefield 3,Mathematics,07,26.7,23.2,17.2
0990,Widefield 3,Mathematics,08,27.0,23.5,26.7
1000,Fountain 8,English Language Arts,All Grades,34.2,35.4,31.9
1000,Fountain 8,English Language Arts,03,32.1,33.0,29.8
1000,Fountain 8,English Language Arts,04,28.8,29.1,29.4
1000,Fountain 8,English Language Arts,05,43.2,38.9,44.9
1000,Fountain 8,English Language Arts,06,29.2,36.8,28.6
1000,Fountain 8,English Language Arts,07,39.1,37.8,30.2
